,ID,Name,Type
95,1831C,The Clergyman Takes a Bribe,"A man named Secula boasts to his rich neighbor Micula (Matila, Picula) that he is named in the church service when the clergyman sings, Saecula saeculorum. The neighbor offers nine sheep to the clergyman if he will sing in micula micolorum instead. The organist (sexton) points out the mistake, so the clergyman gives him one of the sheep."
96,1832,The Sermon about the Rich Man,"A rich man lets a boy ride to church with him in his coach. The boy accidentally leaves his coat (wooden shoe) behind in the coach. The clergyman preaches about a rich man who went to hell. The boy calls out in dismay, He took my coat with him! [X435.5]."
97,1832*,The Boy Answers the Clergyman,"(Including the previous Types 1832A*, 1832C*, 1832G**, 1832H*, 1832J*, 1832K*, and 1835C*.) This miscellaneous type consists of various anecdotes in which the clergyman questions a boy during the service (in the street). The boy gives a quick-witted answer (which leaves the clergyman speechless). Cf. Type 1810."
98,1832B*,What Kind of Dung A clergyman (man) sees a boy on the road who is looking at something,"The boy says he does not know what it is, and the clergyman tells him that it is horses dung (a horseshoe). The boy replies that he was wondering whether it was the dung of a horse or of a mare. Cf. Type 1225A."
99,1832D*,How Many Sacraments Are There (Including the previous Type 1810A*,") A clergyman asks a boy (servant girl) how many sacraments (gods) there are. The boy does not know, so he asks in return if the clergyman knows how many teeth a rake has (how much cloth can be made from a certain amount of flax, how to braid a straw hat). The clergyman does not know the answer, and the boy tells him that one person cannot know everything. To the question of the number of gods, a member of the congregation (farmer, child) answers a number that is too high. The clergyman refuses to continue with the persons confirmation (sends the person home). The candidate repeats the question to another person who tells him that there is only one God. The candidate cannot believe that the clergyman would want so small a number as this for the answer. (Previously Type 1810A*.)"
100,1832E*,Good Manners,"A boy brings a cheese (other item) to a clergyman (merchant, lawyer). The clergyman thinks that the boy did not act politely, so he exchanges their roles in order to teach him how to behave. The clergyman makes a polite speech as he gives the boy the cheese. The boy thanks him and reaches into his pocket for money to give him a generous tip."
101,1832F*,Invitation to Dinner (previously Boy Invited to Dinner by Priest),"A boy (farmer) is invited to a meal (by some students or a clergyman). A whole turkey (suckling pig) is served. The host warns the boy that whatever he does to the turkey, the host will do to him. The boy thinks for a while and then puts his finger in the animals rear to draw out the stuffing (and licks his finger)."
102,1832M*,Clergymans Words Repeated,"A clergyman (sexton) has smudges on his glasses (he has forgotten to bring them) so he cannot read the liturgy during mass. He absent-mindedly sings out about his handicap and the congregation repeats his words as usual. The clergyman tries to correct their mistaken response, but the congregation repeats that too. Or, the clergyman chooses a man to help with the service. The man thinks he has to repeat everything that the clergyman says, so he repeats the clergymans questions about what his name is and where he comes from [J2498.2]. Cf. Types 1246, 1694, 1694A, and 1821."
103,1832N*,Lamb of God Becomes Sheep of God,"A man (boy, farmer, shepherd) comes to confession but does not know any prayers. The clergyman teaches him a short prayer that begins with the words, Lamb of God. Later the clergyman asks the man if he still remembers the prayer. The man begins with the words, Sheep of God. The clergyman asks why the man changed the word, and the man answers that the animal must have grown up in the meantime. In Arabian variants, the man is asked for his astrological sign and he answers, Goat (Ram). When he is asked to explain, he says that he was born in the sign of the Kid, but surely it must be grown up by now [J2212.6]."
104,1832P*,The Devil! (Including the previous Type 1810C*,") The clergyman asks a boy in the confirmation class, Who is the worst enemy of mankind The boy does not know the answer. For some other reason, another boy curses, The devil! The clergyman recognizes this as the right answer. Or, a clergyman asks a question of a stupid person (asks him to read something). The person mumbles something about a fish. This is the right answer, and the person is praised for his intelligence. (Previously Type 1810C*.)"
105,1832Q*,A Clergyman Asks for the Way,"A clergyman asks a boy the way to the next village. He also warns the boy not to smoke, or he will not go to heaven. The boy replies that if the clergyman knows the way to heaven, he must surely know the way to the next village."
106,1832R*,Hymnbook Upside Down,"A person in church who cannot read holds his (her) hymnbook upside down. When the person beside him tries to correct him, the man with the book explains that he is left-handed [J1746]. Cf. Type 1331*."
107,1832S*,Church of Dung,"Boys are playing in the dung (with mud). The clergyman asks them what they are making. One boy answers, A church. The clergyman asks if they are going to make a clergyman to go along with it. The boy answers, If we have enough mud leftover. (You are so fat, we do not have enough mud.)"
108,1832T*,Who Was the Father of Noahs Sons A foolish farmer (young man) wants to become a sexton (teacher),"Among other questions, the clergyman (landlord) asks him, Who was the father of Noahs sons The farmer cannot answer this question and tells his wife about it. She wants to help him and asks him, Who is the father of our millers sons Our miller. Now the fool believes he knows the right answer. He goes back to the clergyman and says to him, The father of Noahs sons is our miller. [J2713]."
